dataset_name,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
123,5,11661,2333,2332,0.4,4.965330749,4.243463352,5.574614065,0.534294732,4.965330749,4.243463352,5.574614065,0.534294732,4,3,1,0.5,0.057520326,0.002896681,0.212494859,0.00072104,1.128778159,0.888972998,1.320216425,0.000254353,1.0,1,1,0,2.8,1,4,1.469693846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
124,5,15551,3111,3110,0.4,5.00928662,4.59807074,5.593056895,0.341734734,5.00928662,4.59807074,5.593056895,0.341734734,2,1,1,0.166666667,0.084907345,0.040799599,0.223430558,,1.215705681,0.974380391,1.296625151,,1.0,1,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
125,5,11661,2333,2332,0.4,4.973837233,4.674099485,5.360205832,0.265589224,4.973837233,4.674099485,5.360205832,0.265589224,4,3,1,0.5,0.054731195,0.0032213,0.215901893,0.000658026,1.122436782,0.88084161,1.288697599,0.000237793,1.0,1,1,0,2.8,1,4,1.469693846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
126,5,5181,1037,1036,0.4,4.82539848,4.43587271,5.308880309,0.306325231,4.82539848,4.43587271,5.308880309,0.306325231,2,2,0,1.0,0.032270791,0.000847522,0.064562582,0.002994662,1.239771888,1.082762978,1.304522228,0.048352985,0.0,0,0,0,1.8,1,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.500402424
127,5,27216,5444,5443,0.4,4.963987207,4.372588646,5.438177476,0.380097243,4.963987207,4.372588646,5.438177476,0.380097243,4,3,1,0.166666667,0.054275042,0.004537455,0.177228313,0.000168333,1.07720854,0.791932254,1.249379692,0.00010905,1.0,1,1,0,1.2,1,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.500402424
128,5,10366,2074,2073,0.4,5.074291727,4.679208876,5.499276411,0.272045932,5.074291727,4.679208876,5.499276411,0.272045932,2,1,1,0.5,0.051878944,0.021989963,0.100998673,,1.24680365,1.156090256,1.296243909,,1.0,1,1,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
130,5,14256,2852,2851,0.4,4.910201042,4.59487899,5.084151473,0.17711774,4.910201042,4.59487899,5.084151473,0.17711774,11,11,0,0.5,1.111925342,0.0,4.26767422,0.469488967,6.207137727,0.0,24.61328871,4.118863484,0.0,0,0,0,8.8,6,11,1.939071943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
131,5,11661,2333,2332,0.4,5.093883787,4.159519726,5.703259005,0.50964237,5.093883787,4.159519726,5.703259005,0.50964237,3,1,2,0.5,0.336963947,0.0,1.172328181,,0.721980033,0.0,1.206210076,,1.105154639,1,2,0,0.2,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
132,5,11661,2333,2332,0.4,5.033886243,4.845626072,5.317324185,0.198865629,5.033886243,4.845626072,5.317324185,0.198865629,8,8,0,0.166666667,1.048076232,3.35e-06,3.667073402,0.416211182,6.900716989,1.199576291,18.22730124,1.623392893,0.0,0,0,0,6.2,4,7,1.166190379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.500402424
135,5,19440,3888,3888,0.0,5.020576132,4.732510288,5.221193416,0.171690527,5.020576132,4.732510288,5.221193416,0.171690527,2,2,0,0.166666667,1.727110034,2.19e-05,4.418840586,0.710877693,6.572660021,0.857235672,23.26990132,5.163039593,0.0,0,0,0,1.2,1,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
136,5,6480,1296,1296,0.0,4.938271605,4.62962963,5.24691358,0.212716802,4.938271605,4.62962963,5.24691358,0.212716802,4,4,0,1.0,2.050630271,3.07e-05,4.595967736,0.802106356,10.43482836,1.020658993,24.75608642,3.989730899,0.0,0,0,0,2.6,0,4,1.356465997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.500402424
139,5,3240,648,648,0.0,5.092592593,3.703703704,6.018518519,0.833904697,5.092592593,3.703703704,6.018518519,0.833904697,3,3,0,1.0,1.870239088,0.0,4.583070384,0.809813123,8.308144383,0.0,28.54466046,5.04330439,0.0,0,0,0,1.2,0,3,1.166190379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
140,5,1311,263,262,0.4,5.11044031,3.435114504,6.488549618,0.982605973,5.11044031,3.435114504,6.488549618,0.982605973,5,4,1,6.0,1.213615867,4.83e-05,3.103564009,0.514557255,5.138099729,0.339877401,17.72478841,2.981515012,1.0,1,1,0,1.2,0,3,0.979795897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
143,5,7881,1577,1576,0.4,5.151616351,4.758883249,5.520304569,0.284633018,5.151616351,4.758883249,5.520304569,0.284633018,4,3,1,1.0,1.218282363,0.005296417,3.684086711,0.713455023,5.387638016,0.447809551,19.55192634,3.969560859,1.189312977,1,2,0,1.4,0,3,1.019803903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
144,5,6480,1296,1296,0.0,5.0,4.012345679,6.172839506,0.820082115,5.0,4.012345679,6.172839506,0.820082115,5,5,0,0.5,2.04462355,0.0,4.282868067,0.612269121,8.192274116,0.0,21.16841717,3.109231052,0.0,0,0,0,2.2,0,5,1.939071943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
147,5,7126,1426,1425,0.4,4.897527128,4.210526316,5.403508772,0.442132516,4.897527128,4.210526316,5.403508772,0.442132516,7,7,0,1.0,1.358836415,0.000110246,4.350722207,0.521001405,7.630705753,0.11354448,23.74317683,2.882993,0.0,0,0,0,5.6,4,6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.500402424
148,5,47301,9461,9460,0.4,4.982978749,4.820295983,5.179704017,0.136524782,4.982978749,4.820295983,5.179704017,0.136524782,7,7,0,0.166666667,1.300288407,6.77e-06,4.602543703,0.746916262,7.505705306,0.008969866,27.43148111,4.321256365,0.0,0,0,0,5.0,3,6,1.264911064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
150,5,38880,7776,7776,0.0,5.005144033,4.7968107,5.298353909,0.168540689,5.005144033,4.7968107,5.298353909,0.168540689,4,4,0,0.166666667,2.319429646,0.003430935,4.65417929,0.618966685,12.71725463,0.233017824,27.80114775,3.424982385,0.0,0,0,0,3.4,3,4,0.489897949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
154,5,6480,1296,1296,0.0,5.138888889,4.398148148,5.632716049,0.443521848,5.138888889,4.398148148,5.632716049,0.443521848,5,5,0,1.0,2.613965185,0.0,4.938843202,0.326519123,13.58434413,0.0,29.73551742,3.179696882,0.0,0,0,0,2.6,0,5,2.154065923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
155,5,19440,3888,3888,0.0,5.005144033,4.501028807,5.555555556,0.408165317,5.005144033,4.501028807,5.555555556,0.408165317,7,7,0,0.166666667,1.240597851,0.0,3.02896456,0.439392074,6.843207134,0.692055876,14.83231532,1.371472883,0.0,0,0,0,2.8,2,6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.500402424
156,5,1311,263,262,0.4,5.035265434,3.802281369,6.870229008,1.219517943,5.035265434,3.802281369,6.870229008,1.219517943,6,6,0,6.0,1.947965033,0.000796594,4.644802707,0.706972372,10.63988096,0.45691953,30.02999455,4.295078567,0.0,0,0,0,4.0,2,6,1.673320053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
157,5,15766,3154,3153,0.4,5.048837747,4.75737393,5.296542975,0.17869322,5.048837747,4.75737393,5.296542975,0.17869322,6,6,0,0.5,1.540450905,0.000136264,4.592389666,0.742202203,8.313278666,0.192921619,26.56528204,4.230760265,0.0,0,0,0,4.0,2,5,1.264911064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
158,5,42766,8554,8553,0.4,4.980589063,4.688413422,5.2028528,0.175211596,4.980589063,4.688413422,5.2028528,0.175211596,6,6,0,0.166666667,1.653994905,2.11e-05,4.742970298,0.572014557,8.986971904,0.02019802,27.66311976,3.405745846,0.0,0,0,0,4.4,2,5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.500402424
159,5,4536,908,907,0.4,4.938243422,3.528114664,6.174200662,0.972084613,4.938243422,3.528114664,6.174200662,0.972084613,7,7,0,1.0,1.466152292,0.0,3.553913832,0.490627979,8.268251356,0.0,19.99002254,2.902590863,0.0,0,0,0,3.0,2,6,1.549193338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.500402424
161,5,4536,908,907,0.4,4.916071281,3.638368247,5.622932745,0.804901874,4.916071281,3.638368247,5.622932745,0.804901874,4,4,0,1.0,2.512570161,0.0,4.589332236,0.6069772,12.8335765,0.0,27.70856344,4.234682544,0.0,0,0,0,2.2,0,4,1.469693846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
165,5,1311,263,262,0.4,5.11044031,4.580152672,5.72519084,0.386925345,5.11044031,4.580152672,5.72519084,0.386925345,5,4,1,6.0,2.22147049,0.0,4.516472494,0.70988957,8.860707887,0.0,23.79599817,3.842900518,1.199598394,1,2,0,1.4,0,3,1.356465997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
166,5,31101,6221,6220,0.4,4.980543548,4.871382637,5.112540193,0.102205369,4.980543548,4.871382637,5.112540193,0.102205369,1,1,0,0.166666667,0.818501381,0.047052051,2.245393805,,1.856894296,1.137115774,3.92219305,,0.0,0,0,0,0.2,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.500402424
169,5,11661,2333,2332,0.4,5.068158475,4.502572899,5.831903945,0.476853202,5.068158475,4.502572899,5.831903945,0.476853202,1,1,0,0.5,0.571708181,1.62e-05,1.624339582,,1.068356864,0.075687699,1.715124299,,0.0,0,0,0,0.2,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
170,5,34991,6999,6998,0.4,4.998426877,4.55844527,5.301514718,0.254861986,4.998426877,4.55844527,5.301514718,0.254861986,3,1,2,0.166666667,0.23852906,0.0,1.14795792,,0.734880716,0.0,1.218467739,,1.105281416,1,2,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.673011667
171,5,3886,778,777,0.4000000000000001,5.095069362421548,4.118404118404119,5.662805662805663,0.6529673608955358,5.095069362421548,4.118404118404119,5.662805662805663,0.6529673608955358,9,9,0,0.5,1.505088455838703,0.0,3.584982377518961,0.5426514085872328,9.504587113686968,0.0,18.38463027030913,1.2943449148846635,0.0,0,0,0,4.6,3,8,2.0591260281974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
172,5,1941,389,388,0.4,5.047703601621922,3.09278350515464,7.455012853470437,1.475176788939473,5.047703601621922,3.09278350515464,7.455012853470437,1.475176788939473,6,6,0,1.0,2.3971262407262595,0.0003395780009549,3.9462139996621066,0.419245638008948,14.110244350343084,0.2282134261949737,20.94540865668394,1.0666705488976609,0.0,0,0,0,2.0,0,5,2.449489742783178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
175,5,7881,1577,1576,0.4,4.872380250362926,3.934010152284264,5.643627140139505,0.6783262039419005,4.872380250362926,3.934010152284264,5.643627140139505,0.6783262039419005,4,2,2,1.0,0.9704061705430856,0.0328004308483802,3.4543642126038976,0.7929227041800662,4.208731993095082,0.0965524652187683,18.55570953971701,4.674106058562986,1.0946564885496184,1,2,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
177,5,19440,3888,3888,0.0,5.041152263374485,4.681069958847737,5.426954732510288,0.2697553621836808,5.041152263374485,4.681069958847737,5.426954732510288,0.2697553621836808,7,7,0,0.1666666666666666,1.2248376626331017,0.0,3.031657634046076,0.4166438869692335,6.82461548827755,0.0,14.891393402502208,1.4607192873306225,0.0,0,0,0,4.4,2,6,1.9595917942265424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
180,5,15766,3154,3153,0.3999999999999999,5.023444974248237,4.598794798604504,5.423406279733587,0.3638212677190184,5.023444974248237,4.598794798604504,5.423406279733587,0.3638212677190184,11,11,0,0.5,1.0909265180767052,1.9976060894015933e-06,4.5375517360677415,0.6832662835952182,6.648790748303888,0.1950133485061056,26.359817620966773,3.979399646820018,0.0,0,0,0,8.6,6,10,1.743559577416269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
181,5,11661,2333,2332,0.3999999999999999,5.025284180513904,4.888507718696398,5.186455207886842,0.118849454515148,5.025284180513904,4.888507718696398,5.186455207886842,0.118849454515148,9,9,0,0.1666666666666666,1.2391446758994058,8.699796670746962e-07,3.5138491827831,0.4708384327025148,7.986948290391313,1.198246333223249,19.11697663371792,1.449220899986936,0.0,0,0,0,7.4,5,8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
183,5,1186,238,237,0.4,5.059036272736943,3.375527426160337,6.329113924050633,0.962210985019738,5.059036272736943,3.375527426160337,6.329113924050633,0.962210985019738,4,4,0,6.0,2.222869696610247,4.816382042133068e-05,4.290155238874245,0.6794728519601566,12.387242688820187,0.3008200892564923,25.71065302050744,3.296010354302364,0.0,0,0,0,2.2,1,3,0.9797958971132712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
189,5,7881,1577,1576,0.4,5.050053272132077,4.50507614213198,5.580215599239061,0.3893530635079949,5.050053272132077,4.50507614213198,5.580215599239061,0.3893530635079949,8,8,0,1.0,1.152986663106359,0.0001023839559577,4.583679791951259,0.6682755303964295,6.627785005467437,0.1177251131147114,29.12343245594916,4.231053105414396,0.0,0,0,0,5.8,4,7,1.469693845669907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
190,5,3886,778,777,0.4000000000000001,5.0951686170195165,4.247104247104247,5.662805662805663,0.5670249697327074,5.0951686170195165,4.247104247104247,5.662805662805663,0.5670249697327074,8,8,0,0.5,1.6141783152951714,0.0,3.660149357911581,0.5403582929254225,10.000236459809608,0.0,18.269207043678712,1.628978121757399,0.0,0,0,0,3.2,2,7,1.939071942966532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
191,5,5831,1167,1166,0.4,5.024847103229021,4.373927958833619,5.574614065180103,0.4555284943294613,5.024847103229021,4.373927958833619,5.574614065180103,0.4555284943294613,9,9,0,1.0,1.192910104551987,0.0,3.8845316965382057,0.6288375938755775,6.858414638334674,0.0,21.20582200555562,3.2795553381155584,0.0,0,0,0,6.4,4,8,1.9595917942265424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
195,5,34991,6999,6998,0.3999999999999999,4.9669938150230175,4.758502429265504,5.387253501000286,0.2235564826955936,4.9669938150230175,4.758502429265504,5.387253501000286,0.2235564826955936,1,1,0,0.1666666666666666,0.6714146487510847,0.1885806231624023,1.6060571003748891,,1.3846230718001622,0.69436996401671,1.9372622054422248,,0.0,0,0,0,0.2,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
196,5,4536,908,907,0.4,4.762129108403071,3.744493392070485,6.063947078280044,0.7819305203781022,4.762129108403071,3.744493392070485,6.063947078280044,0.7819305203781022,1,1,0,1.0,0.351442635874014,0.0026425103613039,1.4523173161154226,,1.2490593684779931,1.0098345398335185,1.629990693139182,,0.0,0,0,0,0.2,0,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
197,5,2591,519,518,0.4,4.978686365969603,3.667953667953668,5.791505791505792,0.7657905248342541,4.978686365969603,3.667953667953668,5.791505791505792,0.7657905248342541,5,5,0,1.0,1.6791463038969217,0.0001452257289639,4.85039135333463,0.4609973561531214,9.145603138319778,0.8759739831988855,30.861299980399792,4.515084730221921,0.0,0,0,0,3.8,3,4,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
198,5,19440,3888,3888,0.0,5.030864197530864,4.578189300411522,5.478395061728395,0.3071810417043953,5.030864197530864,4.578189300411522,5.478395061728395,0.3071810417043953,5,5,0,0.1666666666666666,3.437970619671188,0.0005322331238662,4.654949604661436,0.6750367198251794,16.685730259951914,0.9727093415184416,25.91808341087902,3.3182544672713723,0.0,0,0,0,4.4,4,5,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
200,5,11661,2333,2332,0.3999999999999999,4.939590733005965,4.372053150450064,5.617495711835335,0.4665853235424504,4.939590733005965,4.372053150450064,5.617495711835335,0.4665853235424504,4,4,0,0.1666666666666666,0.0348236018749127,5.5672089705578055e-11,0.3175600015534748,0.0568303672295971,1.3518050192692086,1.1623135754229317,1.5012394281368624,0.0043988649558507,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
201,5,3886,778,777,0.4,4.889546174893218,3.603603603603604,6.048906048906049,0.9181920826109584,4.889546174893218,3.603603603603604,6.048906048906049,0.9181920826109584,4,4,0,1.0,1.8142887888717047,0.0,4.602576516062837,0.911752608689334,9.949254247937342,1.0781912848399922,25.406551067099866,4.943498568891035,0.0,0,0,0,2.8,2,3,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
202,5,7881,1577,1576,0.4,4.986673919831074,4.251269035532995,5.774111675126903,0.4891649948952195,4.986673919831074,4.251269035532995,5.774111675126903,0.4891649948952195,3,1,2,1.0,0.5340674514819759,0.0,1.9003011409422408,,0.8003310217231487,0.0,2.0603152100564928,,1.0946564885496184,1,2,0,0.4,0,1,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
203,5,15766,3154,3153,0.3999999999999999,4.896595747505019,4.345068189026325,5.233111322549953,0.37802104652303,4.896595747505019,4.345068189026325,5.233111322549953,0.37802104652303,3,1,2,0.5,0.5832012829530315,0.0,1.952620063352554,,0.9173624660547312,0.0,2.2092429721907867,,1.0944761904761904,1,2,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
205,5,15766,3154,3153,0.3999999999999999,5.124929584631279,4.535363146209958,5.485098287888396,0.3165079932239067,5.124929584631279,4.535363146209958,5.485098287888396,0.3165079932239067,3,1,2,0.5,0.6749177677516981,0.0,1.8981098472494384,,0.819775969229904,0.0,2.165201605430015,,1.094506192442045,1,2,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
206,5,7776,1556,1555,0.4,4.886856396564694,3.729903536977492,5.466237942122187,0.6342044143294873,4.886856396564694,3.729903536977492,5.466237942122187,0.6342044143294873,7,5,2,0.5,2.2877379150711947,0.0171894861285589,4.636164049861741,0.8955576334879545,12.760969750440324,1.030810115577974,26.903065652723644,5.179790353742414,1.156912128836107,1,2,0,3.4,1,4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
208,5,6480,1296,1296,0.0,5.030864197530864,4.398148148148148,5.941358024691358,0.6122479760764623,5.030864197530864,4.398148148148148,5.941358024691358,0.6122479760764623,5,3,2,1.0,0.2341320519079239,0.0,2.783599186518674,0.6215332916080497,1.6814843680457277,0.0,6.687757405467407,1.0868059360181497,1.0923749937146674,1,2,0,2.6,2,5,1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
209,5,19440,3888,3888,0.0,4.948559670781893,4.4753086419753085,5.684156378600823,0.4174597441414294,4.948559670781893,4.4753086419753085,5.684156378600823,0.4174597441414294,5,5,0,0.1666666666666666,2.6848713639047226,0.0002663618501916,4.656408819425059,0.4381574469320426,13.005435117837994,0.7500264221412647,25.89952366954776,3.904876169123385,0.0,0,0,0,4.2,4,5,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
210,5,3240,648,648,0.0,5.216049382716049,2.9320987654320985,6.481481481481481,1.2703157794602888,5.216049382716049,2.9320987654320985,6.481481481481481,1.2703157794602888,9,9,0,1.0,1.935842736993188,2.395596444115634e-05,5.226816485121131,0.4909140272290763,10.932041781602566,1.1926366794665269,35.71088463022118,5.2209660179397686,0.0,0,0,0,8.2,8,9,0.3999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
211,5,31101,6221,6220,0.3999999999999999,5.009491758802644,4.646302250803858,5.337620578778135,0.2586789277964945,5.009491758802644,4.646302250803858,5.337620578778135,0.2586789277964945,6,6,0,0.1666666666666666,2.1860301353104594,1.0418584150139665e-06,4.493772215768553,0.4193548151716191,10.444527730681706,0.4210608348864206,23.68986771733472,3.848202156167913,0.0,0,0,0,4.6,2,6,1.3564659966250536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.5004024235381879
212,5,3886,778,777,0.4,4.889810853821137,3.0848329048843186,5.9202059202059205,0.981610848138868,4.889810853821137,3.0848329048843186,5.9202059202059205,0.981610848138868,8,8,0,0.5,0.0244727428564798,1.7938873028626838e-11,0.5446691054939767,0.0782661580908131,1.4605527943053012,1.1080486706780932,1.5036165541749225,0.0168606720430655,0.0,0,0,0,6.6,6,7,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
214,5,1296,260,259,0.4,5.17047817047817,3.861003861003861,6.94980694980695,1.1110639397626594,5.17047817047817,3.861003861003861,6.94980694980695,1.1110639397626594,8,8,0,1.0,1.1538060800187326,0.0001638941573835,5.008469192951227,0.160749083752777,7.80510701258476,1.4971092009271083,34.193001908219586,2.782350403837208,0.0,0,0,0,6.0,5,8,1.095445115010332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
215,5,1080,216,216,0.0,5.0,3.2407407407407405,6.481481481481481,1.2896655812207518,5.0,3.2407407407407405,6.481481481481481,1.2896655812207518,7,5,2,6.0,1.447006158900242,0.0,3.894921616800903,0.5921194325561087,13.900541235597226,0.0,50.81567161623111,8.050728039494158,1.089119170984456,1,2,0,2.4,0,4,1.9595917942265424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
216,5,6480,1296,1296,0.0,4.845679012345679,4.62962962962963,5.169753086419753,0.209331172318681,4.845679012345679,4.62962962962963,5.169753086419753,0.209331172318681,4,2,2,1.0,1.2012406080404268,0.0,4.724339686613176,1.2297933996869783,7.32460410056666,0.0,28.24151044973822,8.830859947567866,1.0922600619195046,1,2,0,1.4,0,4,1.4966629547095764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.6730116670092565
218,5,19440,3888,3888,0.0,5.0,4.655349794238683,5.5812757201646095,0.3219030421226754,5.0,4.655349794238683,5.5812757201646095,0.3219030421226754,4,2,2,0.1666666666666666,0.6323997679222382,0.0006668289795433,3.312281719508732,0.8355902869307132,2.278034443544196,0.8532848764698926,10.136587991438416,2.3127253959443976,1.1037075180226572,1,2,0,2.0,1,4,1.095445115010332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
220,5,1296,260,259,0.4,5.247995247995248,3.8461538461538463,6.563706563706563,0.9990694453733008,5.247995247995248,3.8461538461538463,6.563706563706563,0.9990694453733008,3,3,0,1.0,4.288093783546411,3.942965607626366,4.980039011695752,0.0489748959192408,22.33291678311772,18.1527798166115,31.76290484804312,0.6460631532718851,0.0,0,0,0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0.0,0,0,0,0.0
